"ID","Income","AppliedOnline","Residence","YearCurrentAddress","YearsCurrentEmployer","NumberOfCards","CCDebt","Loans","LoanAmount","SalePrice","Location","MortgageDefault"
"100522.0","43982.0","YES","Owner Occupier","13.0","11.0","2.0","1055.0","0.0","9405.0","500000","110","NO"
"101756.0","59944.0","YES","Owner Occupier","20.0","11.0","2.0","3894.0","0.0","9880.0","750000","110","NO"
"101354.0","57718.0","YES","Owner Occupier","25.0","16.0","2.0","1555.0","1.0","6285.0","155000","130","YES"
"100512.0","45621.0","YES","Owner Occupier","1.0","19.0","1.0","1878.0","0.0","9260.0","195000","100","YES"
"100537.0","45081.0","NO","Owner Occupier","14.0","15.0","2.0","713.0","1.0","8430.0","140000","110","NO"
"100458.0","46645.0","NO","Owner Occupier","19.0","4.0","1.0","884.0","0.0","6045.0","475000","110","NO"
"101430.0","45066.0","YES","Private Renting","16.0","15.0","1.0","860.0","1.0","6605.0","255000","100","YES"
"101432.0","44202.0","NO","Owner Occupier","1.0","23.0","2.0","2611.0","0.0","12915.0","162000","101","NO"
"100601.0","55215.0","YES","Private Renting","1.0","6.0","2.0","1930.0","0.0","9820.0","905000","110","NO"
"101549.0","44460.0","YES","Owner Occupier","4.0","16.0","1.0","3467.0","1.0","9290.0","192000","100","YES"
"101524.0","57004.0","YES","Private Renting","14.0","31.0","1.0","3561.0","0.0","6720.0","121000","100","NO"
"100548.0","44272.0","YES","Owner Occupier","12.0","20.0","1.0","645.0","1.0","10095.0","170000","100","YES"
"101472.0","45659.0","YES","Public Housing","12.0","17.0","1.0","9466.0","1.0","17050.0","340000","100","NO"
"100536.0","45450.0","YES","Owner Occupier","15.0","24.0","1.0","4217.0","0.0","8040.0","270000","100","YES"
"100599.0","52495.0","NO","Owner Occupier","18.0","16.0","2.0","2527.0","1.0","10375.0","195000","100","YES"
"100627.0","44671.0","YES","Private Renting","16.0","9.0","2.0","3971.0","1.0","12050.0","270000","130","YES"
"101754.0","50816.0","YES","Owner Occupier","0.0","17.0","2.0","2031.0","1.0","8075.0","300000","130","YES"
"101749.0","43876.0","YES","Private Renting","13.0","0.0","2.0","98.0","1.0","5330.0","252500","100","NO"
"100620.0","44705.0","YES","Owner Occupier","0.0","8.0","1.0","230.0","0.0","5720.0","275000","111","NO"
"100569.0","46168.0","YES","Private Renting","0.0","6.0","1.0","3762.0","1.0","12520.0","385000","120","YES"
"100782.0","43608.0","NO","Owner Occupier","2.0","20.0","1.0","452.0","0.0","7610.0","410000","100","YES"
"100756.0","59944.0","YES","Owner Occupier","20.0","11.0","2.0","3894.0","0.0","9880.0","750000","110","NO"
"101452.0","57689.0","NO","Owner Occupier","25.0","19.0","1.0","331.0","1.0","9915.0","315000","100","YES"
"100494.0","55421.0","NO","Owner Occupier","11.0","3.0","2.0","1169.0","0.0","10715.0","245000","130","YES"
"100563.0","55112.0","YES","Living with parents/guardian","10.0","14.0","2.0","4113.0","1.0","14510.0","265000","100","YES"
"100677.0","44728.0","YES","Private Renting","2.0","7.0","2.0","847.0","0.0","11580.0","237500","110","NO"
"100697.0","51561.0","NO","Public Housing","17.0","5.0","2.0","3010.0","0.0","16630.0","359850","100","NO"
"100423.0","49007.0","NO","Living with parents/guardian","14.0","18.0","1.0","13360.0","0.0","24375.0","200000","100","NO"
"101722.0","45390.0","YES","Owner Occupier","3.0","2.0","2.0","154.0","0.0","11710.0","242500","110","NO"
"100439.0","43890.0","YES","Owner Occupier","19.0","18.0","2.0","505.0","1.0","6960.0","348500","100","NO"
"101363.0","44193.0","YES","Public Housing","18.0","3.0","1.0","260.0","0.0","6605.0","284500","120","NO"
"100325.0","52540.0","YES","Sheltered","0.0","15.0","2.0","397.0","0.0","8250.0","215000","120","YES"
"100532.0","48931.0","YES","Owner Occupier","11.0","19.0","2.0","652.0","0.0","7795.0","190000","100","NO"
"100695.0","58878.0","NO","Owner Occupier","18.0","9.0","1.0","1680.0","0.0","6165.0","260000","100","YES"
"100589.0","43362.0","YES","Owner Occupier","15.0","4.0","2.0","434.0","1.0","4320.0","650000","391","YES"
"101764.0","44787.0","YES","Owner Occupier","9.0","4.0","2.0","982.0","0.0","8175.0","295000","100","NO"
"100704.0","43651.0","YES","Private Renting","4.0","11.0","2.0","527.0","1.0","6090.0","265000","100","NO"
"100741.0","45001.0","YES","Public Housing","11.0","17.0","1.0","2134.0","1.0","9285.0","370000","110","YES"
"100472.0","45659.0","YES","Public Housing","12.0","17.0","1.0","9466.0","1.0","17050.0","340000","100","NO"
"100590.0","59393.0","NO","Owner Occupier","34.0","18.0","2.0","2746.0","0.0","6845.0","400000","100","YES"
"100516.0","45849.0","NO","Living with parents/guardian","13.0","9.0","2.0","364.0","1.0","12210.0","195000","100","YES"
"100368.0","43474.0","YES","Living with parents/guardian","17.0","1.0","1.0","270.0","1.0","5315.0","125000","100","NO"
"100465.0","44048.0","NO","Owner Occupier","0.0","6.0","1.0","222.0","0.0","10155.0","299000","101","NO"
"101635.0","44039.0","YES","Owner Occupier","17.0","6.0","2.0","109.0","1.0","6590.0","235000","120","YES"
"100625.0","45993.0","NO","Public Housing","6.0","7.0","2.0","311.0","0.0","8670.0","199000","100","NO"
"100635.0","44039.0","YES","Owner Occupier","17.0","6.0","2.0","109.0","1.0","6590.0","235000","120","YES"
"100411.0","47833.0","YES","Owner Occupier","9.0","6.0","1.0","854.0","0.0","12920.0","200000","130","NO"
"100530.0","43303.0","YES","Owner Occupier","2.0","7.0","2.0","866.0","1.0","10220.0","75000","100","NO"
"101700.0","55140.0","NO","Owner Occupier","20.0","13.0","2.0","5095.0","0.0","8540.0","545000","100","NO"
"100350.0","52973.0","NO","Public Housing","13.0","3.0","1.0","2535.0","0.0","9365.0","420000","111","YES"
"100721.0","43669.0","YES","Living with parents/guardian","18.0","10.0","1.0","2518.0","0.0","12500.0","325000","100","YES"
"100676.0","44597.0","YES","Owner Occupier","10.0","12.0","2.0","468.0","0.0","8630.0","135000","100","NO"
"100793.0","50552.0","YES","Owner Occupier","5.0","23.0","1.0","466.0","0.0","6880.0","380000","110","YES"
"100283.0","43800.0","YES","Owner Occupier","0.0","4.0","2.0","725.0","0.0","7340.0","259000","100","NO"
"101694.0","53307.0","YES","Owner Occupier","8.0","27.0","2.0","1984.0","1.0","9475.0","130000","100","NO"
"100594.0","49529.0","YES","Owner Occupier","9.0","10.0","1.0","342.0","0.0","7995.0","345000","110","YES"
"100337.0","45209.0","YES","Owner Occupier","4.0","9.0","2.0","658.0","0.0","11420.0","185000","101","YES"
"100288.0","44956.0","NO","Owner Occupier","21.0","21.0","2.0","806.0","1.0","8150.0","170000","100","YES"
"100284.0","45049.0","YES","Public Housing","6.0","16.0","2.0","1345.0","1.0","9085.0","280000","110","NO"
"101477.0","43761.0","NO","Owner Occupier","10.0","6.0","1.0","1418.0","0.0","11245.0","192500","100","NO"
"101360.0","44052.0","YES","Owner Occupier","13.0","5.0","2.0","375.0","0.0","9305.0","235000","100","YES"
"100598.0","43514.0","YES","Private Renting","17.0","0.0","2.0","274.0","0.0","3425.0","250000","130","YES"
"100421.0","56486.0","YES","Owner Occupier","5.0","11.0","1.0","696.0","1.0","4240.0","110000","100","NO"
"100491.0","46785.0","YES","Private Renting","14.0","4.0","1.0","1227.0","1.0","6510.0","300000","100","NO"
"101382.0","49008.0","YES","Private Renting","10.0","16.0","2.0","216.0","0.0","10910.0","145000","130","NO"
"100596.0","47019.0","NO","Private Renting","11.0","21.0","1.0","1138.0","1.0","8645.0","345000","110","NO"
"100377.0","51945.0","NO","Public Housing","19.0","0.0","1.0","25.0","1.0","7480.0","290000","110","YES"
"100615.0","44298.0","NO","Owner Occupier","16.0","19.0","2.0","763.0","0.0","8410.0","170000","120","YES"
"100382.0","49008.0","YES","Private Renting","10.0","16.0","2.0","216.0","0.0","10910.0","145000","130","NO"
"100633.0","43120.0","YES","Public Housing","4.0","10.0","1.0","801.0","1.0","6220.0","215000","100","YES"
"100416.0","59463.0","NO","Owner Occupier","2.0","9.0","2.0","1298.0","1.0","4765.0","222000","100","NO"
"100642.0","43739.0","NO","Owner Occupier","3.0","7.0","1.0","2247.0","1.0","10275.0","285000","100","YES"
"100394.0","44997.0","NO","Public Housing","6.0","18.0","1.0","1238.0","1.0","8070.0","176000","100","NO"
"100535.0","49988.0","YES","Private Renting","14.0","21.0","2.0","2660.0","0.0","9645.0","210000","100","NO"
"100562.0","45103.0","NO","Owner Occupier","21.0","14.0","1.0","2327.0","1.0","5575.0","185000","100","YES"
"101450.0","54673.0","YES","Owner Occupier","15.0","22.0","2.0","3086.0","1.0","11875.0","180000","100","NO"
"100785.0","43823.0","NO","Living with parents/guardian","14.0","1.0","2.0","2245.0","1.0","9795.0","175000","130","NO"
"100567.0","57683.0","YES","Owner Occupier","14.0","24.0","1.0","3275.0","1.0","10185.0","281915","100","YES"
"101531.0","45159.0","NO","Owner Occupier","6.0","12.0","1.0","2310.0","0.0","12065.0","190000","100","NO"
"100273.0","45706.0","YES","Owner Occupier","17.0","16.0","2.0","373.0","1.0","7275.0","145000","100","YES"
"100454.0","43799.0","YES","Private Renting","11.0","4.0","1.0","145.0","0.0","8810.0","220000","100","NO"
"101405.0","43482.0","YES","Owner Occupier","4.0","1.0","1.0","361.0","1.0","8375.0","499250","100","NO"
"100492.0","53365.0","YES","Owner Occupier","21.0","26.0","1.0","3819.0","0.0","10250.0","230000","100","YES"
"100415.0","53791.0","YES","Owner Occupier","1.0","15.0","1.0","1844.0","1.0","11855.0","173900","100","YES"
"100511.0","43835.0","YES","Owner Occupier","3.0","1.0","2.0","1501.0","1.0","12220.0","144000","100","NO"
"100280.0","44202.0","YES","Owner Occupier","8.0","0.0","2.0","748.0","0.0","10455.0","170000","100","NO"
"101394.0","44997.0","NO","Public Housing","6.0","18.0","1.0","1238.0","1.0","8070.0","176000","100","NO"
"101385.0","52896.0","YES","Owner Occupier","19.0","6.0","2.0","1655.0","1.0","8975.0","260000","110","YES"
"100485.0","45673.0","YES","Owner Occupier","22.0","16.0","1.0","359.0","0.0","6670.0","185000","100","NO"
"100505.0","45153.0","NO","Owner Occupier","2.0","13.0","2.0","804.0","1.0","8900.0","146000","130","YES"
"100385.0","52896.0","YES","Owner Occupier","19.0","6.0","2.0","1655.0","1.0","8975.0","260000","110","YES"
"101798.0","47111.0","YES","Private Renting","1.0","14.0","2.0","1001.0","1.0","10510.0","425000","110","YES"
"100279.0","44756.0","YES","Owner Occupier","19.0","6.0","1.0","2117.0","1.0","10760.0","145000","110","NO"
"100578.0","45750.0","YES","Public Housing","13.0","13.0","1.0","1930.0","1.0","11355.0","209000","101","NO"
"101797.0","51385.0","YES","Owner Occupier","14.0","10.0","1.0","777.0","0.0","7430.0","260000","101","NO"
"100384.0","53195.0","NO","Owner Occupier","8.0","31.0","2.0","7757.0","1.0","13645.0","600000","100","NO"
"100795.0","53842.0","YES","Owner Occupier","25.0","13.0","2.0","3115.0","0.0","6150.0","625000","100","NO"
"101784.0","44261.0","NO","Owner Occupier","9.0","22.0","1.0","823.0","1.0","8010.0","323600","100","YES"
"100527.0","48061.0","YES","Private Renting","3.0","5.0","2.0","296.0","0.0","9680.0","190500","100","YES"
"100571.0","50076.0","YES","Private Renting","0.0","17.0","1.0","460.0","1.0","9385.0","675000","130","NO"
"100605.0","49415.0","YES","Owner Occupier","17.0","11.0","1.0","150.0","0.0","6485.0","180000","101","YES"
"100533.0","44363.0","YES","Owner Occupier","5.0","19.0","1.0","1609.0","1.0","7325.0","250000","110","YES"
"100293.0","48336.0","NO","Owner Occupier","16.0","2.0","2.0","1227.0","0.0","3705.0","575000","120","YES"
"101746.0","45194.0","NO","Owner Occupier","15.0","10.0","2.0","1678.0","1.0","12915.0","273000","120","NO"
"100641.0","44534.0","NO","Owner Occupier","9.0","13.0","2.0","805.0","0.0","8775.0","200000","130","YES"
"100306.0","43650.0","YES","Public Housing","8.0","12.0","1.0","267.0","0.0","7800.0","355000","100","NO"
"101448.0","53201.0","NO","Owner Occupier","18.0","29.0","1.0","17134.0","0.0","16275.0","197307","100","NO"
"100390.0","53559.0","YES","Owner Occupier","7.0","19.0","2.0","2646.0","0.0","10105.0","537500","100","NO"
"100623.0","48599.0","YES","Owner Occupier","16.0","25.0","1.0","1363.0","1.0","9385.0","447000","100","YES"
"100698.0","58785.0","NO","Private Renting","31.0","16.0","2.0","1111.0","0.0","7415.0","275000","130","NO"
"100718.0","45240.0","NO","Private Renting","12.0","5.0","2.0","1320.0","1.0","5840.0","368000","101","NO"
"101696.0","43977.0","YES","Public Housing","14.0","12.0","1.0","4763.0","1.0","11145.0","330000","120","NO"
"100568.0","55752.0","YES","Owner Occupier","5.0","11.0","2.0","2048.0","1.0","6685.0","565000","100","YES"
"101704.0","43651.0","YES","Private Renting","4.0","11.0","2.0","527.0","1.0","6090.0","265000","100","NO"
"100703.0","45368.0","NO","Owner Occupier","4.0","2.0","2.0","711.0","1.0","10340.0","325000","100","NO"
"100323.0","46955.0","NO","Owner Occupier","16.0","1.0","2.0","201.0","1.0","3380.0","210000","120","YES"
"100668.0","59692.0","NO","Owner Occupier","11.0","3.0","1.0","469.0","0.0","10100.0","190000","100","NO"
"100381.0","53115.0","YES","Owner Occupier","12.0","1.0","2.0","674.0","0.0","10455.0","309534","110","YES"
"100603.0","52173.0","YES","Public Housing","4.0","22.0","2.0","689.0","0.0","9720.0","140000","100","YES"
"100345.0","53552.0","YES","Owner Occupier","19.0","22.0","2.0","1255.0","1.0","4430.0","159900","100","YES"
"100496.0","44449.0","YES","Private Renting","9.0","16.0","1.0","4168.0","0.0","8450.0","258000","100","YES"
"101757.0","54451.0","YES","Private Renting","14.0","30.0","1.0","3312.0","1.0","9440.0","150000","100","NO"
"101419.0","51219.0","YES","Private Renting","14.0","15.0","2.0","1292.0","1.0","7005.0","165000","111","YES"
"100565.0","46823.0","YES","Private Renting","22.0","2.0","1.0","94.0","1.0","6575.0","281915","100","NO"
"100597.0","53731.0","NO","Public Housing","26.0","16.0","2.0","13160.0","1.0","17985.0","365000","110","NO"
"100640.0","43293.0","NO","Private Renting","16.0","7.0","1.0","2207.0","1.0","8450.0","260000","100","YES"
"100468.0","45970.0","NO","Owner Occupier","11.0","7.0","1.0","579.0","0.0","9280.0","132000","100","NO"
"101707.0","46119.0","YES","Private Renting","1.0","6.0","1.0","104.0","0.0","11470.0","145000","100","YES"
"100629.0","54671.0","YES","Owner Occupier","25.0","28.0","2.0","3612.0","0.0","8610.0","250000","120","YES"
"101497.0","55777.0","YES","Private Renting","1.0","11.0","2.0","453.0","0.0","6215.0","285000","100","YES"
"100657.0","59276.0","YES","Public Housing","20.0","21.0","2.0","8000.0","1.0","8265.0","285000","100","NO"
"100490.0","50799.0","YES","Owner Occupier","22.0","19.0","2.0","1919.0","0.0","6020.0","185000","111","YES"
"100797.0","51385.0","YES","Owner Occupier","14.0","10.0","1.0","777.0","0.0","7430.0","260000","101","NO"
"100486.0","54938.0","NO","Owner Occupier","5.0","15.0","2.0","268.0","0.0","8225.0","235000","130","NO"
"100272.0","43593.0","YES","Owner Occupier","13.0","0.0","1.0","2315.0","0.0","12820.0","180000","130","NO"
"101763.0","45452.0","YES","Owner Occupier","12.0","24.0","1.0","5490.0","1.0","10040.0","328000","100","NO"
"100488.0","54021.0","YES","Owner Occupier","2.0","4.0","1.0","101.0","1.0","12230.0","355000","100","YES"
"100602.0","44892.0","YES","Private Renting","12.0","2.0","2.0","3337.0","0.0","11195.0","175000","110","NO"
"100432.0","44202.0","NO","Owner Occupier","1.0","23.0","2.0","2611.0","0.0","12915.0","162000","101","NO"
"101624.0","43677.0","YES","Sheltered","16.0","9.0","1.0","740.0","0.0","10915.0","190000","100","NO"
"100386.0","54603.0","NO","Owner Occupier","8.0","30.0","2.0","1562.0","1.0","7760.0","150000","100","NO"
"100334.0","44895.0","YES","Owner Occupier","8.0","0.0","2.0","888.0","1.0","8915.0","310000","100","YES"
"100497.0","55777.0","YES","Private Renting","1.0","11.0","2.0","453.0","0.0","6215.0","285000","100","YES"
"100285.0","44974.0","YES","Public Housing","14.0","18.0","2.0","2772.0","0.0","9515.0","264000","130","NO"
"100294.0","55642.0","YES","Private Renting","4.0","22.0","2.0","240.0","0.0","5925.0","349900","130","NO"
"101731.0","49789.0","YES","Owner Occupier","2.0","4.0","2.0","44.0","0.0","9340.0","200000","100","NO"
"101505.0","45153.0","NO","Owner Occupier","2.0","13.0","2.0","804.0","1.0","8900.0","146000","130","YES"
"101453.0","45869.0","YES","Private Renting","21.0","8.0","2.0","71.0","1.0","9240.0","325000","100","YES"
"101532.0","48931.0","YES","Owner Occupier","11.0","19.0","2.0","652.0","0.0","7795.0","190000","100","NO"
"100449.0","45238.0","YES","Owner Occupier","9.0","6.0","2.0","326.0","1.0","5515.0","160000","120","YES"
"100425.0","55497.0","YES","Owner Occupier","7.0","3.0","1.0","637.0","1.0","8980.0","229500","100","YES"
"100581.0","45841.0","NO","Public Housing","11.0","12.0","2.0","4159.0","0.0","13350.0","350000","100","NO"
"100760.0","43794.0","YES","Owner Occupier","9.0","6.0","2.0","1430.0","0.0","9020.0","143000","101","NO"
"101282.0","45715.0","YES","Owner Occupier","8.0","14.0","2.0","772.0","1.0","12985.0","137000","100","NO"
"100671.0","51859.0","YES","Private Renting","19.0","2.0","2.0","369.0","1.0","5290.0","360000","110","YES"
"101491.0","46785.0","YES","Private Renting","14.0","4.0","1.0","1227.0","1.0","6510.0","300000","100","NO"
"100705.0","49485.0","YES","Private Renting","24.0","10.0","1.0","563.0","1.0","4455.0","250000","100","YES"
"100624.0","43677.0","YES","Sheltered","16.0","9.0","1.0","740.0","0.0","10915.0","190000","100","NO"
"100702.0","59201.0","YES","Owner Occupier","12.0","25.0","1.0","12164.0","0.0","14795.0","545000","100","YES"
"100730.0","57388.0","YES","Private Renting","23.0","22.0","1.0","3450.0","0.0","5365.0","105000","101","YES"
"100374.0","56849.0","YES","Owner Occupier","4.0","4.0","1.0","117.0","1.0","5725.0","117000","100","NO"
"101698.0","58785.0","NO","Private Renting","31.0","16.0","2.0","1111.0","0.0","7415.0","275000","130","NO"
"100403.0","44831.0","YES","Owner Occupier","15.0","2.0","1.0","1597.0","1.0","8790.0","161000","100","YES"
"100448.0","53201.0","NO","Owner Occupier","18.0","29.0","1.0","17134.0","0.0","16275.0","197307","100","NO"
"100621.0","50621.0","NO","Owner Occupier","24.0","22.0","2.0","1047.0","0.0","9940.0","350000","120","NO"
"100375.0","50808.0","NO","Private Renting","19.0","18.0","2.0","457.0","0.0","7775.0","125000","101","YES"
"100353.0","43908.0","NO","Public Housing","18.0","15.0","1.0","4242.0","0.0","7915.0","190000","100","NO"
"100389.0","59036.0","YES","Owner Occupier","7.0","6.0","1.0","495.0","1.0","8915.0","193000","101","YES"
"100369.0","43322.0","YES","Private Renting","15.0","6.0","2.0","218.0","1.0","6940.0","325000","100","NO"
"100661.0","47568.0","YES","Private Renting","5.0","11.0","2.0","2391.0","1.0","12965.0","285000","100","YES"
"100754.0","50816.0","YES","Owner Occupier","0.0","17.0","2.0","2031.0","1.0","8075.0","300000","130","YES"
"101303.0","43795.0","YES","Public Housing","17.0","5.0","2.0","1171.0","0.0","11285.0","153000","100","YES"
"101383.0","54013.0","YES","Private Renting","9.0","4.0","1.0","996.0","0.0","11105.0","156000","100","NO"
"101789.0","43151.0","NO","Private Renting","6.0","9.0","1.0","681.0","1.0","7290.0","320000","110","NO"
"100456.0","47026.0","NO","Private Renting","23.0","18.0","2.0","1368.0","0.0","6955.0","145000","130","NO"
"100759.0","47035.0","NO","Living with parents/guardian","8.0","15.0","1.0","2003.0","0.0","10915.0","390000","100","YES"
"100662.0","50833.0","YES","Public Housing","21.0","16.0","1.0","760.0","1.0","11585.0","270000","100","YES"
"100626.0","52887.0","YES","Public Housing","10.0","9.0","2.0","1339.0","0.0","8560.0","185000","130","YES"
"100470.0","45949.0","NO","Private Renting","17.0","7.0","1.0","3865.0","0.0","13010.0","149000","100","YES"
"100383.0","54013.0","YES","Private Renting","9.0","4.0","1.0","996.0","0.0","11105.0","156000","100","NO"
"101285.0","44974.0","YES","Public Housing","14.0","18.0","2.0","2772.0","0.0","9515.0","264000","130","NO"
"101732.0","47623.0","YES","Owner Occupier","12.0","7.0","2.0","1358.0","1.0","7365.0","275000","130","YES"
"101701.0","46501.0","YES","Private Renting","5.0","5.0","2.0","327.0","1.0","9070.0","325000","100","NO"
"100436.0","45518.0","YES","Private Renting","17.0","22.0","1.0","8231.0","1.0","16485.0","260000","130","NO"
"101672.0","54777.0","YES","Public Housing","26.0","17.0","2.0","2814.0","1.0","10895.0","260000","100","NO"
"101570.0","55565.0","NO","Owner Occupier","23.0","0.0","2.0","2219.0","0.0","11885.0","440000","110","YES"
"100716.0","45217.0","NO","Owner Occupier","17.0","8.0","2.0","445.0","1.0","11455.0","315000","120","NO"
"100696.0","43977.0","YES","Public Housing","14.0","12.0","1.0","4763.0","1.0","11145.0","330000","120","NO"
"100729.0","43146.0","NO","Owner Occupier","0.0","10.0","1.0","679.0","1.0","10420.0","105000","101","YES"
"100736.0","44005.0","YES","Private Renting","16.0","8.0","2.0","25.0","1.0","6920.0","179000","130","NO"
"101670.0","56470.0","YES","Private Renting","31.0","15.0","2.0","390.0","0.0","7055.0","240000","110","YES"
"100330.0","45217.0","YES","Private Renting","19.0","8.0","1.0","732.0","0.0","5860.0","240000","120","YES"
"100765.0","51498.0","YES","Private Renting","26.0","9.0","1.0","589.0","1.0","10150.0","295000","100","NO"
"100443.0","43874.0","NO","Owner Occupier","18.0","0.0","2.0","1320.0","1.0","10295.0","258000","100","YES"
"100691.0","44898.0","NO","Owner Occupier","4.0","22.0","1.0","527.0","0.0","10270.0","288500","100","NO"
"101407.0","43989.0","YES","Owner Occupier","8.0","10.0","1.0","30.0","1.0","5805.0","410000","101","NO"
"100767.0","51724.0","YES","Owner Occupier","15.0","3.0","1.0","88.0","1.0","7150.0","140000","101","YES"
"101760.0","43794.0","YES","Owner Occupier","9.0","6.0","2.0","1430.0","0.0","9020.0","143000","101","NO"
"100784.0","44261.0","NO","Owner Occupier","9.0","22.0","1.0","823.0","1.0","8010.0","323600","100","YES"
"101377.0","51945.0","NO","Public Housing","19.0","0.0","1.0","25.0","1.0","7480.0","290000","110","YES"
"101703.0","45368.0","NO","Owner Occupier","4.0","2.0","2.0","711.0","1.0","10340.0","325000","100","NO"
"100766.0","57376.0","YES","Private Renting","21.0","27.0","2.0","684.0","1.0","9845.0","540000","110","YES"
"100796.0","58381.0","YES","Private Renting","16.0","12.0","1.0","829.0","0.0","11750.0","455000","100","NO"
"100453.0","45869.0","YES","Private Renting","21.0","8.0","2.0","71.0","1.0","9240.0","325000","100","YES"
"100442.0","44271.0","YES","Private Renting","17.0","20.0","1.0","284.0","1.0","6185.0","200000","130","YES"
"100561.0","45721.0","YES","Living with parents/guardian","3.0","14.0","1.0","294.0","1.0","7925.0","245000","100","NO"
"100500.0","50302.0","YES","Owner Occupier","20.0","9.0","2.0","455.0","0.0","10490.0","535000","100","YES"
"100292.0","56087.0","NO","Public Housing","27.0","18.0","1.0","4818.0","1.0","8910.0","95000","101","NO"
